video_id,effective_score,exciting_score,funny_score,language_score,sentiments,topics,topics_list_index,Topic,Description_x,Abbreviation_x,sentiments_list_index,Sentiment,Description_y,Abbreviation_y
oRdpoJFPQjI,2,0.6000000000000001,0.0,1,5,12,12,Financial Services,"Financial services (banks, credit cards, investment firms, etc.)",financial,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
QN_UqvcynYw,3,0.4,0.2,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
EQtwo0xPvK4,5,1.0,0.6000000000000001,1,14,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,14,Eager,"hungry, thirsty, passionate",eager
Gu6vmNz-PhE,4,0.4,0.0,1,4,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,4,Alert,"attentive, curious",alert
MkpUGyWQlV0,5,0.6000000000000001,0.4,-1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
8IkS1oXvhVM,5,1.0,0.4,1,1,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
EZ5MxR80uYw,3,0.6000000000000001,0.2,1,4,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,4,Alert,"attentive, curious",alert
f_SwD7RveNE,5,0.2,0.2,1,4,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,4,Alert,"attentive, curious",alert
VJwFUNHtCJQ,5,1.0,0.8,1,5,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
487-TyrRkfE,1,0.4,0.8,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
TCFnaU88FZM,3,0.4,0.8,1,11,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,11,Conscious,"aware, thoughtful, prepared",conscious
bXL8QPWLbBo,5,0.8,1.0,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
B7g63DAr_i0,1,0.4,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
f1PNQwHZuJc,3,0.8,0.4,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
d2QNuDUTocE,5,0.4,1.0,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
VWPlZSL9ZMc,4,0.6000000000000001,0.6000000000000001,1,3,7,7,Coffee,"Coffee, tea",coffee,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
OWOBAD4OKwA,3,0.6000000000000001,0.0,1,5,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
HxznTayRCYQ,4,1.0,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
t5UjmHOl4pU,4,0.4,0.6000000000000001,1,21,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
25x_OMYCYSg,5,1.0,1.0,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
4naT8ckkj5Y,3,0.6000000000000001,0.2,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
y7ROJjWS2L0,3,0.6000000000000001,0.2,1,1,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
BJDPKBNuqzE,5,0.6000000000000001,0.2,1,15,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
MBpIkIyxdJ8,2,0.0,0.0,1,4,37,37,Political,Political candidates (support or opposition),political,4,Alert,"attentive, curious",alert
b-CJNGx_Q0A,3,0.6000000000000001,0.6000000000000001,1,12,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,12,Creative,"inventive, productive",creative
wFl4N4PXlkU,5,1.0,0.6000000000000001,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
G1kkx2m-JSg,5,0.2,0.0,1,9,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
tO0L-7lkhPM,3,0.8,0.0,1,5,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
gqkNPcUMffU,2,0.2,0.2,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
obdd31Q9PqA,5,0.6000000000000001,0.8,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
2nwRiuh1Cug,5,0.8,0.0,1,4,37,37,Political,Political candidates (support or opposition),political,4,Alert,"attentive, curious",alert
D_Uhig7L22c,5,0.2,0.0,1,21,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
ZzdpNfkh8_0,3,0.8,0.6000000000000001,1,9,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
UzPq0hDdDhs,3,0.6000000000000001,0.8,1,1,27,27,Sports,Sports equipment and activities,sports,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
453ei_1PbPE,4,0.6000000000000001,0.0,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
rm6d2oy8GRk,4,0.6000000000000001,1.0,1,9,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
DWUE-aWnL8Y,1,0.4,0.4,0,6,37,37,Political,Political candidates (support or opposition),political,6,Amused,"humored, laughing",amused
pOEAvEklvNA,5,0.8,1.0,1,9,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
ZOJCmPKaYN8,4,1.0,1.0,1,6,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,6,Amused,"humored, laughing",amused
ZVrXyDjHaWI,4,0.6000000000000001,0.2,1,8,33,33,Safety,"Safety, safe driving, fire safety",safety,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
g6QJybQBjyM,5,0.4,0.6000000000000001,1,11,33,33,Safety,"Safety, safe driving, fire safety",safety,11,Conscious,"aware, thoughtful, prepared",conscious
Cq96VAnp7r8,1,0.0,0.6000000000000001,1,9,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
yfp2Bg6iUdY,5,0.4,0.6000000000000001,1,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
pLKxTSqCVUo,3,0.4,0.8,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
aKtMe8nFFq8,3,0.0,1.0,1,6,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,6,Amused,"humored, laughing",amused
0B79RkBxSgU,5,0.4,0.6000000000000001,1,14,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,14,Eager,"hungry, thirsty, passionate",eager
TsQXQGaasUg,5,0.4,1.0,1,6,23,23,Home Improvement,"Home improvements and repairs (furniture, decoration, lawn care, plumbing, etc.)",home_improvement,6,Amused,"humored, laughing",amused
YbKLOybMb30,5,0.0,0.6000000000000001,1,3,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
2T-AxWMZBfU,3,0.2,0.6000000000000001,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
lLblbGzXQGY,3,1.0,0.2,1,4,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,4,Alert,"attentive, curious",alert
YR5YJ3qzIx4,5,0.6000000000000001,0.6000000000000001,1,5,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
gYQbQmtA6IU,3,0.6000000000000001,0.8,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
sm9uHf9sm6c,3,0.8,0.8,1,6,7,7,Coffee,"Coffee, tea",coffee,6,Amused,"humored, laughing",amused
EJtZiGb5nEU,5,0.4,0.2,1,5,24,24,Home Appliance,"Home appliances (coffee makers, dishwashers, cookware, vacuum cleaners, heaters, music players, etc.)",home_appliance,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
_u0WOqjJTcg,4,1.0,0.2,1,5,21,21,Games,Games and toys (including video and mobile games),game,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
oIFlHYXjcIU,3,0.4,1.0,1,6,22,22,Cleaning,"Cleaning products (detergents, fabric softeners, soap, tissues, paper towels, etc.)",cleaning,6,Amused,"humored, laughing",amused
2jaOd1v1B0Q,5,0.6000000000000001,0.6000000000000001,1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
J-QipXhQM5M,5,0.4,0.2,1,4,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,4,Alert,"attentive, curious",alert
7Cqz-S8Phv8,5,0.6000000000000001,0.4,1,12,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,12,Creative,"inventive, productive",creative
hm0BD1pP4gc,4,0.0,0.0,1,5,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
oLLbt0jyqDA,5,0.6000000000000001,1.0,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
BntPVmeo7ro,5,0.6000000000000001,0.8,-1,9,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
Q4rR0BbTBPk,2,0.6000000000000001,0.8,-1,6,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,6,Amused,"humored, laughing",amused
SP8E6ouSiC0,4,0.6000000000000001,0.8,1,5,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
81ymFnvpfDc,3,0.8,0.0,1,5,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
i9vXSX4htCk,3,0.6000000000000001,1.0,1,4,16,16,Other Services,"Other services (dating, tax, legal, loan, religious, printing, catering, etc.)",other_service,4,Alert,"attentive, curious",alert
YrtMUonPErU,4,0.6000000000000001,0.8,1,6,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,6,Amused,"humored, laughing",amused
kZV01QAcl20,3,0.8,0.6000000000000001,-1,14,1,1,Restaurant,"Restaurants, cafe, fast food",restaurant,14,Eager,"hungry, thirsty, passionate",eager
INyo5ctzmGo,3,0.6000000000000001,0.2,-1,9,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
bfs8hVNvVik,5,0.8,0.6000000000000001,1,4,21,21,Games,Games and toys (including video and mobile games),game,4,Alert,"attentive, curious",alert
KxmtYdEWVzo,5,1.0,0.6000000000000001,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
nzHihXOiNqk,3,0.4,1.0,1,1,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
h6Hq_MOFJDA,2,0.4,1.0,1,6,21,21,Games,Games and toys (including video and mobile games),game,6,Amused,"humored, laughing",amused
Vjn2JKrlkcU,5,0.6000000000000001,0.4,1,3,34,34,Smoking Alcohol Abuse,"Smoking, alcohol abuse",smoking_alcohol_abuse,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
uwDDvP8Yssc,1,0.8,0.4,1,6,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,6,Amused,"humored, laughing",amused
ZyGL6B7OH5A,3,0.2,0.0,1,21,27,27,Sports,Sports equipment and activities,sports,21,Inspired,"motivated, ambitious, empowered, hopeful, determined",inspired
XV-1XpGxhgo,3,0.8,0.4,1,9,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
XeK3VLmwatU,1,0.2,0.6000000000000001,1,6,17,17,Beauty,"Beauty products and cosmetics (deodorants, toothpaste, makeup, hair products, laser hair removal, etc.)",beauty,6,Amused,"humored, laughing",amused
PySuLH7NAQg,1,0.2,0.6000000000000001,1,6,6,6,Alcohol,Alcohol,alcohol,6,Amused,"humored, laughing",amused
zmI_uwjTuY0,5,0.4,0.8,0,6,2,2,Chocolate,"Chocolate, cookies, candy, ice cream",chocolate,6,Amused,"humored, laughing",amused
EY4c2mh15Yk,5,0.6000000000000001,0.4,1,4,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,4,Alert,"attentive, curious",alert
2G0loI0Jn5M,5,0.8,1.0,1,6,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,6,Amused,"humored, laughing",amused
Yqz3eT_fzVY,3,0.2,0.0,1,5,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
RNBfP7ynZOo,3,0.4,0.0,1,5,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
qa3edsMzHkA,5,0.4,0.4,1,15,37,37,Political,Political candidates (support or opposition),political,15,Educated,"informed, enlightened, smart, savvy, intelligent",educated
i8vDt5GUb-8,5,0.4,0.4,1,6,18,18,Healthcare,"Healthcare and medications (hospitals, health insurance, allergy, cold remedy, home tests, vitamins)",healthcare,6,Amused,"humored, laughing",amused
n_ERe9-EDSM,3,0.2,0.0,1,8,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
gt0QF8-dTNw,5,0.6000000000000001,0.2,1,1,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
5UzfYJ-mkzc,4,0.2,0.0,1,8,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
ngUrBm4G1aM,5,0.8,0.4,1,1,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
CceSRMmhv3w,3,0.6000000000000001,0.8,1,6,33,33,Safety,"Safety, safe driving, fire safety",safety,6,Amused,"humored, laughing",amused
Q285dYl2mZI,3,0.8,0.4,1,1,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
USggQ0Zv4yw,4,0.8,0.2,1,1,21,21,Games,Games and toys (including video and mobile games),game,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
lDypBPyWiak,2,0.6000000000000001,0.6000000000000001,0,9,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
SJT2o0W9I00,3,0.6000000000000001,1.0,1,6,25,25,Travel,"Vacation and travel (airlines, cruises, theme parks, hotels, travel agents, etc.)",travel,6,Amused,"humored, laughing",amused
3CJ-7R2g3NE,4,0.2,0.0,1,8,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,8,Calm,"soothed, peaceful, comforted, fullfilled, cozy",calm
wtaXjzQQGE8,5,0.4,0.4,1,3,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
xhVCOdS9mXo,3,0.0,0.0,1,5,9,9,Cars,"Cars, automobiles (car sales, auto parts, car insurance, car repair, gas, motor oil, etc.)",cars,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
I_WGI3y2jqM,3,1.0,0.4,1,1,8,8,Soda,"Soda, juice, milk, energy drinks, water",soda,1,Active,"energetic, adventurous, vibrant, enthusiastic, playful",active
5gKjLV2wKmg,4,0.8,0.4,1,9,21,21,Games,Games and toys (including video and mobile games),game,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
XhoGR8emqE8,3,0.4,0.0,1,3,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
othEK43gJHQ,3,0.2,0.0,1,3,15,15,Software,"Software (internet radio, streaming, job search website, grammar correction, travel planning, etc.)",software,3,Alarmed,"concerned, worried, anxious, overwhelmed",alarmed
brnHS-lmvyU,1,0.4,0.0,1,9,11,11,Phone TV Internet Providers,"Phone, TV and internet service providers",phone_tv_internet_providers,9,Cheerful,"delighted, happy, joyful, carefree, optimistic",cheerful
B9Tx6olI3l8,4,0.8,0.4,1,5,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
F6CGI3XkAiQ,4,1.0,0.2,1,12,10,10,Electronics,"Electronics (computers, laptops, tablets, cellphones, TVs, etc.)",electronics,12,Creative,"inventive, productive",creative
hsvAj6qfmFQ,5,0.8,0.8,1,5,28,28,Shopping,"Shopping (department stores, drug stores, groceries, etc.)",shopping,5,Amazed,"surprised, astonished, awed, fascinated, intrigued",amazed
SsL9v1vuzAI,3,0.4,0.4,1,30,21,21,Games,Games and toys (including video and mobile games),game,30,Youthful,childlike,youthful
5o9Dp6D91fI,5,0.4,0.2,1,18,26,26,Media,"Media and arts (TV shows, movies, musicals, books, audio books, etc.)",media,18,Fashionable,"trendy, elegant, beautiful, attractive, sexy",fashionable
yl98-LC3fsU,5,0.8,1.0,1,6,3,3,Chips,"Chips, snacks, nuts, fruit, gum, cereal, yogurt, soups",chips,6,Amused,"humored, laughing",amused
oYjwXjwvAv0,5,0.4,1.0,1,6,19,19,Clothing,"Clothing and accessories (jeans, shoes, eye glasses, handbags, watches, jewelry)",clothing,6,Amused,"humored, laughing",amused
